[Pasta & Rice/Pasta och ris]
{english, swedish}
rice,ris
pasta,pasta
penne,penne
fusilli
spaghetti,spagetti
macaroni,makaroner
lasagne,lasagn
rigatoni
fettucini
fettuccini
linguine
tagliatelle
cannelloni
tortellini
orzo
pappardelle
vermicelli
bucatini
farfalle
fregula
orecchiette
taglierini
capellini
manicotti
cavatappi
paccheri
cavatelli
agnolotti
rotini
ziti
casarecce
conchiglie
strozzapreti
trofie
maultasche
pitim
tortelloni
mezzelune
ravioli
bucatini
angel's hair
Casarecce
Cavatappi
Campanelle
Radiatori
Rotini
Elbows
Gemelli
Rotelli
Rigatoni
Conchiglie
Ditalini
Jumbo shells
Gnocchi
